user_id,item_id,SessionDuration,SessionsPerWeek,CourseCompletion,rating,QuizScores
1118,4,0.37719297,0.375,0.0,3,0.2890775
1406,19,0.75438595,0.875,0.0,2,0.7908018
338,12,0.6754386,0.375,1.0,2,0.28984046
1807,19,0.99122804,0.875,0.0,2,0.8473894
662,0,0.8596491,0.125,1.0,4,0.09778086
18,14,0.57894737,0.75,1.0,2,0.58946526
1228,4,0.9298246,0.125,1.0,4,0.5804341
2258,15,0.13157895,0.0,1.0,3,0.93385303
1648,14,0.32456142,0.0,0.0,2,0.5382668
1637,6,0.95614034,0.75,1.0,1,0.7066498
1611,4,0.07017544,0.375,1.0,4,0.81423646
2446,10,0.02631579,0.75,0.0,2,0.93193066
2083,18,0.2631579,0.5,1.0,2,0.5423125
547,18,0.31578946,0.0,0.0,4,0.6743633
1488,5,0.28070176,0.5,0.0,1,0.6742251
875,4,0.6666667,0.125,1.0,1,0.6103825
1816,16,0.9035088,1.0,0.0,5,0.2851034
2300,16,0.2631579,0.25,1.0,5,0.009487574
1064,2,0.18421052,1.0,1.0,2,0.6311328
88,16,0.98245615,0.75,0.0,1,0.6919513
2046,0,0.42105263,0.25,1.0,4,0.20093699
1601,5,0.42105263,0.75,0.0,1,0.6392022
2121,2,0.64912283,0.75,1.0,5,0.17797334
2059,14,0.39473686,0.625,0.0,5,0.8236969
2233,11,0.28947368,0.0,0.0,3,0.56190974
2456,17,0.18421052,0.0,1.0,3,0.02668047
1453,3,0.15789473,0.125,1.0,2,0.9256588
1148,17,0.36842105,0.75,1.0,5,0.38215548
1754,8,0.42982456,0.5,0.0,5,0.6761503
2068,0,0.49122807,0.25,1.0,2,0.5024613
2306,9,0.622807,1.0,1.0,2,0.6307027
734,3,0.74561405,0.5,1.0,5,0.012276873
1798,3,0.88596493,0.625,0.0,2,0.7474059
1201,3,0.21052632,0.875,1.0,5,0.5840316
263,18,0.99122804,0.25,0.0,3,0.753613
506,16,0.28070176,0.75,1.0,2,0.35334992
1595,3,0.8333333,0.875,1.0,2,0.17006536
480,0,0.4473684,0.625,1.0,5,0.9780421
276,16,0.57894737,0.25,0.0,5,0.9558511
1677,16,0.5,0.375,1.0,5,0.12349652
2232,6,0.13157895,0.25,0.0,4,0.20876388
779,15,0.4122807,0.375,1.0,3,0.8187121
1518,5,0.2982456,0.875,1.0,5,0.30820784
990,8,0.9385965,0.25,1.0,5,0.8391228
2025,10,0.32456142,0.125,0.0,4,0.56346875
1463,9,0.21929824,0.5,1.0,3,0.69018596
2373,14,0.80701756,1.0,0.0,3,0.20152713
603,2,0.1491228,0.625,0.0,1,0.47201186
1738,12,0.88596493,0.875,1.0,5,0.2592161
202,15,0.94736844,0.5,1.0,5,0.3673774
1032,12,0.5614035,0.75,0.0,4,0.22254603
1503,4,0.8947368,0.625,0.0,2,0.5785507
712,7,0.6754386,1.0,0.0,3,0.82762545
70,8,0.4473684,0.5,0.0,3,0.19858079
1310,4,0.3859649,0.875,1.0,1,0.6443272
1978,10,0.40350878,0.125,0.0,5,0.84639007
1577,16,0.92105263,0.875,1.0,2,0.032544497
2191,4,0.21929824,1.0,1.0,1,0.43528265
557,4,0.74561405,0.125,0.0,1,0.5817982
2492,19,0.48245615,0.375,1.0,3,0.66118836
1925,4,0.15789473,0.125,0.0,2,0.8832543
2294,13,0.34210527,0.625,1.0,4,0.42023912
1338,16,0.3508772,0.0,1.0,4,0.48681715
6,19,0.2631579,0.0,1.0,3,0.19870625
2179,5,0.13157895,0.875,1.0,5,0.9005
2193,3,0.04385965,0.125,1.0,2,0.11993553
1410,19,0.34210527,0.125,1.0,3,0.8575007
1591,10,0.25438598,0.625,1.0,2,0.75775594
1818,2,0.98245615,0.0,1.0,2,0.61451685
2360,3,0.8596491,0.125,1.0,5,0.75380474
1299,14,0.80701756,0.375,0.0,5,0.7158655
271,7,0.13157895,0.125,1.0,4,0.21759732
2060,15,0.36842105,1.0,0.0,3,0.8896995
173,13,0.75438595,0.0,0.0,2,0.1309057
278,5,0.68421054,0.625,0.0,5,0.38007373
2311,11,0.7368421,0.625,0.0,4,0.580256
2284,15,0.28070176,1.0,0.0,1,0.68522143
2279,11,0.14035088,0.25,1.0,1,0.35195503
1016,0,0.07017544,0.75,0.0,2,0.39098704
1782,15,0.8684211,0.875,1.0,3,0.473641
28,4,0.21052632,0.25,0.0,2,0.24311076
1722,2,0.4122807,1.0,0.0,3,0.119766414
1498,7,0.07017544,0.875,0.0,2,0.57967615
2214,15,0.75438595,0.5,1.0,2,0.46872923
1270,9,0.19298245,0.0,1.0,5,0.9556341
2365,17,0.07017544,0.625,1.0,4,0.79545885
1984,13,0.9649123,0.375,0.0,2,0.03495707
1030,13,0.84210527,1.0,1.0,4,0.30706745
1541,9,0.88596493,0.75,1.0,2,0.59322035
434,19,0.6666667,0.625,0.0,2,0.26922086
1162,19,0.5701754,0.375,1.0,2,0.868046
2367,17,0.80701756,0.75,0.0,5,0.5734012
1235,7,0.5350877,0.0,1.0,2,0.94857436
1991,0,0.31578946,1.0,1.0,1,0.12109192
394,3,0.12280702,0.5,1.0,4,0.48353043
1164,5,0.65789473,0.75,0.0,2,0.20819283
818,12,0.99122804,0.0,0.0,1,0.81469905
1780,3,0.36842105,0.625,1.0,4,0.053216815
2254,2,0.622807,0.375,0.0,4,0.7610016
1143,11,0.4649123,0.75,1.0,5,0.7760155
853,19,0.74561405,0.5,1.0,3,0.23381792
2402,11,0.4473684,0.625,1.0,4,0.7249792
592,11,0.22807017,0.75,1.0,4,0.12311775
1269,9,0.92105263,0.0,0.0,2,0.41059405
1543,0,0.9736842,0.25,1.0,2,0.8380903
1584,14,0.078947365,0.75,0.0,1,0.42903033
1356,19,1.0,0.25,1.0,3,0.54985654
1714,0,0.5350877,0.125,1.0,2,0.6173932
1994,19,0.9035088,0.625,0.0,4,0.2123848
73,0,0.98245615,0.0,1.0,2,0.32889807
2126,9,0.24561404,0.0,0.0,3,0.46719623
1093,16,0.096491225,0.25,0.0,5,0.4515664
1419,7,0.61403507,0.375,0.0,1,0.00824713
221,5,0.49122807,0.5,1.0,5,0.6207023
1158,10,0.81578946,0.5,1.0,4,0.03909683
1671,2,0.8333333,0.25,1.0,5,0.39221066
1953,19,0.15789473,0.875,0.0,2,0.85630715
1674,16,0.95614034,0.125,0.0,4,0.40923637
461,17,0.21929824,0.625,0.0,3,0.8898799
740,3,0.4385965,0.25,1.0,5,0.33313903
2135,12,0.22807017,1.0,1.0,1,0.7001002
2047,17,0.98245615,1.0,1.0,5,0.80478406
762,9,0.4473684,0.875,1.0,4,0.07725417
14,10,0.8684211,0.875,0.0,3,0.22178628
2319,9,0.42105263,0.75,1.0,4,0.0033024258
2256,8,0.65789473,0.125,1.0,1,0.760519
573,6,0.74561405,0.625,1.0,5,0.24605496
656,0,0.5964912,0.0,0.0,1,0.783576
146,2,0.8333333,0.375,0.0,4,0.74269354
1523,13,0.6666667,0.25,1.0,1,0.9034168
751,9,0.8333333,0.25,0.0,1,0.17792134
486,9,0.9736842,0.75,1.0,3,0.5728682
2428,0,0.99122804,0.25,0.0,5,0.744392
997,4,0.54385966,0.375,1.0,3,0.5617662
653,19,0.37719297,0.375,1.0,3,0.8537314
878,12,0.75438595,0.75,0.0,4,0.75355756
2278,6,0.37719297,0.5,1.0,3,0.69263476
1861,13,0.9736842,0.5,0.0,3,0.2185695
755,16,0.20175439,1.0,0.0,3,0.609312
1477,0,0.30701753,0.125,0.0,3,0.3236107
1061,1,0.32456142,0.875,1.0,5,0.9334961
1431,12,0.28070176,0.0,1.0,2,0.8294727
476,9,0.54385966,0.375,1.0,2,0.32788572
1657,16,0.00877193,0.125,0.0,1,0.95558834
2045,13,0.1491228,0.5,1.0,1,0.6739397
1514,4,0.5701754,0.875,0.0,5,0.44119394
1829,11,0.34210527,0.625,0.0,4,0.35405335
863,10,0.78070176,0.5,1.0,2,0.8754747
456,13,0.75438595,0.0,1.0,2,0.5429962
269,8,0.15789473,0.625,1.0,4,0.33072704
2170,10,0.1754386,1.0,0.0,5,0.97337645
1592,13,0.32456142,0.625,1.0,2,0.3402872
241,12,0.18421052,0.875,0.0,1,0.5769716
175,7,0.01754386,0.625,0.0,4,0.9924656
246,19,0.8684211,0.625,1.0,2,0.21885504
2351,19,0.6754386,0.875,1.0,1,0.700424
1838,14,0.9649123,0.125,1.0,4,0.51050967
1707,1,0.8245614,0.875,1.0,4,0.15207225
1659,4,0.7017544,1.0,0.0,3,0.5077689
1676,14,0.6315789,0.0,1.0,3,0.3187602
1912,12,0.57894737,0.125,1.0,3,0.7130073
1229,8,0.99122804,0.5,1.0,1,0.970708
198,17,0.42105263,0.5,0.0,2,0.85324186
194,18,0.5263158,0.125,1.0,3,0.114676185
270,11,0.81578946,0.375,0.0,4,0.37891316
437,0,0.48245615,0.625,0.0,5,0.0
2427,1,0.68421054,0.25,0.0,1,0.36560926
111,6,0.18421052,0.375,0.0,3,0.9650116
1175,3,0.4649123,0.875,1.0,2,0.08240956
1661,12,0.20175439,0.125,1.0,3,0.21406588
293,10,0.2631579,0.5,0.0,1,0.8609793
1681,3,0.5,0.0,1.0,5,0.45098284
2186,7,0.65789473,0.5,1.0,2,0.9444017
1325,17,0.7280702,0.75,1.0,4,0.77933097
2087,5,0.85087717,0.625,0.0,5,0.76364356
432,11,0.4385965,0.5,0.0,5,0.41928077
103,17,0.2982456,0.75,1.0,4,0.4810277
184,0,0.95614034,0.25,0.0,2,0.3542375
515,0,0.57894737,0.75,0.0,4,0.6369149
1559,12,0.7719298,0.25,0.0,4,0.24347644
1941,19,0.28947368,0.125,0.0,1,0.8236857
359,7,0.64912283,0.875,0.0,2,0.7881608
1157,2,0.84210527,0.75,1.0,5,0.9036415
1877,17,0.7017544,0.125,0.0,2,0.05732025
1252,4,0.23684211,0.75,0.0,5,0.07936899
561,9,0.55263156,0.375,1.0,3,0.60435545
1261,0,0.78070176,0.875,0.0,4,0.3299694
155,15,0.7982456,0.625,0.0,5,0.6438796
1342,11,0.21929824,0.125,0.0,5,0.15581948
793,12,0.5964912,0.125,1.0,3,0.5242496
1889,18,0.7017544,0.875,1.0,5,0.8862218
1644,16,0.10526316,0.125,1.0,4,0.38982317
360,16,0.85087717,1.0,0.0,2,0.5886299
976,11,0.20175439,0.125,0.0,4,0.49586445
158,3,0.25438598,0.5,0.0,2,0.21532173
117,11,0.21929824,0.375,1.0,2,0.48387513
2272,3,0.8684211,0.75,0.0,3,0.34928295
663,19,0.99122804,0.25,1.0,3,0.2547292
75,17,0.51754385,0.125,1.0,4,0.023774512
160,8,0.36842105,0.875,0.0,2,0.11870966
491,6,0.16666667,0.375,0.0,5,0.69602954
661,11,0.13157895,0.875,1.0,3,0.98495245
2196,5,0.5,0.125,0.0,5,0.28129348
262,16,0.6315789,0.0,1.0,4,0.5856115
1522,15,0.7982456,0.75,0.0,4,0.14729115
1253,2,0.0877193,0.375,1.0,3,0.45239684
91,0,0.9736842,0.5,1.0,1,0.39769423
1731,17,0.65789473,1.0,1.0,1,0.21573672
370,7,0.8245614,0.75,1.0,2,0.26855615
217,12,0.8596491,0.375,1.0,4,0.789878
959,16,0.622807,0.25,1.0,5,0.40863696
443,3,0.81578946,0.25,1.0,4,0.4831129
780,1,0.6052632,0.25,1.0,2,0.74147207
568,2,0.6403509,0.0,1.0,5,0.62581265
1520,16,0.61403507,0.375,1.0,3,0.80755705
302,13,0.7105263,1.0,1.0,4,0.7519968
2136,19,0.03508772,0.125,1.0,1,0.6721899
747,11,0.47368422,0.875,1.0,4,0.7485017
1982,2,0.55263156,0.875,1.0,5,0.643326
2212,17,0.6052632,0.25,1.0,3,0.6573154
42,15,0.1754386,0.625,1.0,1,0.87002486
882,9,0.01754386,0.5,1.0,4,0.7023416
1897,3,0.23684211,1.0,0.0,1,0.7688293
1744,14,0.9035088,0.25,1.0,1,0.85448176
2264,10,0.99122804,0.75,1.0,1,0.33872917
1576,12,0.3508772,0.125,1.0,4,0.61437935
1230,9,0.74561405,0.25,1.0,5,0.0043058377
1374,14,0.00877193,0.75,1.0,3,0.056205317
1400,19,0.4122807,0.375,1.0,1,0.79009545
1840,13,0.6754386,0.125,0.0,5,0.18702906
1326,5,0.51754385,0.375,0.0,4,0.635021
1396,14,0.32456142,0.125,0.0,2,0.80054444
563,6,0.078947365,0.0,0.0,5,0.15679926
1022,8,0.32456142,0.25,0.0,4,0.58148926
549,0,0.096491225,0.5,1.0,5,0.62562186
632,13,0.85087717,0.5,1.0,2,0.5703546
1409,14,0.2631579,0.125,1.0,3,0.41396198
1736,17,0.5,0.25,0.0,5,0.43156525
68,17,0.37719297,0.75,0.0,2,0.3724012
981,15,0.0,0.0,1.0,5,0.8143467
860,4,0.28947368,1.0,0.0,5,0.91288006
2478,9,0.9122807,0.875,0.0,4,0.77016824
1682,1,0.622807,0.0,0.0,5,0.28019595
96,11,0.78070176,1.0,0.0,1,0.4019479
2248,2,0.85087717,0.5,1.0,4,0.632459
665,5,0.61403507,0.5,1.0,2,0.09908895
1434,5,0.88596493,0.125,1.0,1,0.26663095
906,7,0.3508772,0.25,0.0,5,0.3955337
1892,14,0.6052632,0.5,0.0,4,0.8345422
2237,8,0.54385966,0.375,1.0,4,0.66013783
1205,15,0.47368422,0.75,1.0,5,0.7504796
1217,1,0.9122807,0.625,0.0,1,0.9419834
2381,16,0.57894737,0.875,1.0,1,0.64110446
87,2,0.6403509,0.625,1.0,3,0.0424666
81,1,0.3508772,0.75,0.0,1,0.90821683
674,2,0.24561404,0.5,1.0,1,0.49091825
1757,3,0.50877196,0.625,0.0,5,0.7698331
850,16,0.8596491,0.25,0.0,2,0.3335072
2221,3,0.114035085,0.0,1.0,2,0.76694363
1638,9,0.622807,0.875,0.0,1,0.08389621
564,17,0.42982456,0.25,1.0,3,0.47497374
1961,17,0.3859649,1.0,0.0,4,0.005922358
1154,16,0.39473686,0.0,1.0,4,0.32240206
1360,1,0.877193,0.5,1.0,2,0.81806153
2009,17,0.1754386,0.0,1.0,4,0.29537335
2127,4,0.88596493,0.75,0.0,2,0.6449585
1753,4,0.68421054,0.5,1.0,4,0.86899006
1500,3,0.01754386,0.75,1.0,5,0.4058189
2369,2,0.7280702,0.0,1.0,4,0.48630357
59,4,0.8596491,0.75,0.0,3,0.049877595
2331,17,0.0,0.75,0.0,1,0.8734043
1969,18,0.51754385,0.25,1.0,3,0.26629993
272,19,0.30701753,0.0,1.0,3,0.48676053
34,7,0.54385966,0.5,1.0,4,0.3767359
37,17,0.0,0.375,0.0,4,0.09797263
1687,4,0.114035085,0.75,0.0,4,0.22278287
532,1,0.9035088,0.375,1.0,5,0.5349881
743,2,0.92105263,1.0,0.0,4,0.07011945
933,17,0.5701754,0.625,1.0,1,0.23354298
212,8,0.3508772,0.0,0.0,4,0.22376366
402,12,0.98245615,0.25,0.0,2,0.36449257
1345,10,0.7894737,0.125,0.0,1,0.7260047
939,8,0.5,0.25,0.0,2,0.5939112
206,4,0.99122804,0.375,1.0,5,0.5351094
814,6,0.64912283,0.0,1.0,1,0.19871812
767,10,0.7719298,1.0,0.0,2,0.04881229
187,19,0.0877193,0.5,1.0,5,0.9074388
275,3,0.078947365,0.625,0.0,5,0.48141742
806,19,0.0,0.375,1.0,3,0.04570511
930,13,0.05263158,0.875,0.0,5,0.3829047
1977,2,0.03508772,0.375,0.0,2,0.54381114
393,1,0.5,0.125,0.0,5,0.005828898
2034,6,0.5263158,0.875,0.0,3,0.71383494
1063,0,0.622807,0.75,0.0,1,0.25261426
1869,19,0.34210527,0.75,0.0,5,0.9969743
621,18,0.94736844,0.625,0.0,5,0.20641686
1293,2,0.6403509,0.875,1.0,2,0.3966646
2050,11,0.8245614,0.625,0.0,3,0.55290306
928,0,0.55263156,1.0,1.0,1,0.9309341
17,7,0.42105263,0.25,0.0,2,0.71325576
522,14,0.0877193,0.25,0.0,5,0.38265517
266,14,0.88596493,0.5,1.0,5,0.593791
2185,10,0.15789473,0.875,1.0,4,0.56365806
115,3,0.22807017,0.5,1.0,3,0.2282499
2099,10,0.50877196,1.0,0.0,5,0.43535388
1934,18,0.114035085,0.125,0.0,5,0.13368428
934,2,0.45614034,0.125,1.0,5,0.14405844
2282,0,0.5614035,1.0,0.0,2,0.14482096
1795,10,0.8245614,0.5,1.0,5,0.22977011
1051,14,0.4122807,0.75,0.0,5,0.40711507
1582,19,0.57894737,0.875,0.0,2,0.059655987
1115,12,0.078947365,0.0,0.0,2,0.8836638
423,11,0.5350877,0.75,0.0,4,0.41375858
1421,1,0.64912283,0.75,1.0,3,0.3862604
625,14,0.24561404,1.0,1.0,5,0.92543435
1159,18,0.06140351,0.25,0.0,2,0.80227315
866,11,0.10526316,1.0,0.0,4,0.9510613
1629,3,0.5964912,0.5,1.0,3,0.8304852
1351,0,0.21052632,0.25,1.0,5,0.88648623
883,1,0.5,0.125,1.0,2,0.8402199
588,9,0.71929824,0.875,0.0,2,0.33534715
2389,8,0.9122807,0.75,0.0,5,0.91422224
1460,4,0.096491225,0.375,1.0,1,0.91242576
2242,3,0.31578946,1.0,1.0,1,0.30401015
2081,4,0.15789473,1.0,0.0,1,0.17686173
735,0,0.25438598,0.625,1.0,5,0.119184636
821,3,0.6666667,0.875,0.0,2,0.021540686
2497,9,0.36842105,0.0,0.0,2,0.33618984
1893,2,0.7631579,0.0,0.0,3,0.6692763
1552,7,0.114035085,0.875,0.0,3,0.260561
1316,5,0.31578946,0.0,1.0,1,0.852718
2054,2,0.24561404,0.5,1.0,3,0.58846784
1144,2,0.75438595,0.625,1.0,3,0.6683947
2354,14,0.2982456,0.125,1.0,4,0.5542864
972,8,0.4122807,0.25,1.0,2,0.43478054
1019,19,0.07017544,0.625,1.0,3,0.29588
1695,19,0.84210527,0.0,0.0,1,0.8140295
67,5,0.4649123,0.875,0.0,4,0.037970714
2303,13,0.8684211,0.375,1.0,1,0.023667006
1533,19,0.7894737,1.0,1.0,5,0.17279746
2286,12,0.06140351,0.375,1.0,1,0.7815963
1837,8,0.31578946,0.5,1.0,3,0.38872996
640,4,0.28947368,0.125,0.0,5,0.32285866
2327,15,0.7719298,1.0,1.0,1,0.7723965
2036,5,0.7017544,0.0,0.0,2,0.23127054
238,19,0.7368421,0.5,0.0,1,0.011748421
727,16,0.07017544,0.625,0.0,2,0.33405632
1151,16,0.80701756,0.75,1.0,2,0.3033312
2206,15,0.69298244,0.5,0.0,2,0.65033627
179,17,0.69298244,0.875,1.0,5,0.5312009
1193,1,0.69298244,0.25,1.0,3,0.7738505
808,12,0.98245615,0.25,1.0,5,0.13700658
104,8,0.8684211,0.75,0.0,3,0.06436878
1046,12,0.78070176,0.25,1.0,5,0.8016377
2072,17,0.47368422,1.0,1.0,5,0.8795191
1258,3,0.877193,0.5,1.0,5,0.014563839
1266,14,0.5350877,0.5,1.0,3,0.365207
591,11,0.096491225,0.625,0.0,2,0.87790126
2485,3,0.13157895,0.0,1.0,5,0.7265182
1462,16,0.0,0.5,1.0,5,0.9223052
721,2,0.6052632,0.375,0.0,1,0.07629273
479,18,0.48245615,0.375,1.0,5,0.035471406
133,10,0.15789473,0.625,0.0,3,0.36904025
356,4,0.0,0.75,1.0,3,0.38998356
2063,2,0.10526316,0.75,0.0,3,0.579101
1632,2,0.51754385,0.125,1.0,5,0.55851054
1256,5,1.0,0.125,1.0,5,0.43371633
2177,4,0.622807,0.5,0.0,4,0.68530643
242,6,0.51754385,1.0,0.0,4,0.49014664
1315,2,0.15789473,0.0,0.0,2,0.5668713
1314,18,0.7280702,0.25,0.0,5,0.58319765
92,1,0.92105263,0.0,0.0,2,0.3901272
1914,17,0.02631579,0.375,0.0,4,0.10761563
1919,8,0.36842105,1.0,1.0,1,0.28972402
1389,14,0.7280702,0.75,0.0,2,0.36965662
1564,14,0.21929824,0.0,1.0,1,0.5890022
719,9,0.07017544,1.0,1.0,1,0.5930959
1023,14,0.5964912,0.0,1.0,3,0.6420332
1369,15,0.50877196,0.125,1.0,1,0.9159455
1536,1,0.18421052,0.0,0.0,4,0.90460676
64,9,0.7631579,0.625,0.0,1,0.16586393
195,14,0.078947365,1.0,1.0,2,0.19882192
1222,19,0.50877196,0.875,0.0,4,0.13364474
685,7,0.7719298,1.0,0.0,3,0.9295243
675,1,0.7982456,0.375,0.0,3,0.19119716
897,18,0.61403507,1.0,1.0,4,0.20944546
952,0,0.42105263,0.125,0.0,3,0.84919995
493,8,0.15789473,0.125,1.0,4,0.32893896
1939,5,0.22807017,0.875,1.0,2,0.36086094
2049,16,0.37719297,0.375,0.0,5,0.7424196
2407,10,1.0,0.0,0.0,4,0.07063488
842,6,0.9649123,0.25,0.0,1,0.15183342
245,5,0.94736844,1.0,1.0,1,0.019208789
2334,2,0.5877193,0.25,1.0,2,0.18175231
657,4,0.7280702,0.125,1.0,5,0.9923876
1881,15,0.7982456,0.125,0.0,4,0.3355461
167,7,0.04385965,0.75,0.0,2,0.6066189
1366,4,0.30701753,0.125,0.0,1,0.21879198
2209,14,0.48245615,0.25,1.0,2,0.4693728
690,7,0.51754385,0.625,0.0,1,0.54783064
1335,8,0.04385965,0.0,1.0,2,0.18965894
652,6,0.54385966,0.5,1.0,3,0.2852584
1922,10,0.7631579,0.25,0.0,2,0.5381373
910,18,0.47368422,0.375,0.0,3,0.53130245
46,0,0.21929824,0.75,0.0,5,0.788292
844,17,0.2631579,0.25,0.0,1,0.41442436
1353,4,0.9298246,0.0,0.0,1,0.024889033
807,10,0.6754386,0.0,1.0,1,0.9031885
1553,10,0.57894737,0.125,0.0,2,0.09996861
903,5,0.7982456,0.125,0.0,4,0.62317723
1176,18,0.4649123,1.0,1.0,5,0.8687009
2249,0,0.37719297,0.875,0.0,3,0.7697877
1800,12,0.6666667,0.875,1.0,2,0.31888345
222,3,0.9736842,1.0,1.0,2,0.27704006
1789,4,0.49122807,0.875,0.0,3,0.3231186
2198,12,0.4473684,0.875,1.0,5,0.16401534
720,13,1.0,1.0,1.0,3,0.032766793
1422,4,0.0877193,0.375,0.0,2,0.23564455
485,14,0.78070176,0.125,1.0,3,0.7448916
1018,5,0.4385965,0.5,0.0,5,0.7593421
2361,11,0.6052632,0.375,1.0,5,0.38492918
677,1,0.7280702,0.75,0.0,4,0.690827
318,2,0.877193,1.0,1.0,3,0.10189902
1150,9,0.02631579,0.75,1.0,5,0.47849318
1478,7,0.5263158,0.875,1.0,3,0.70252305
2129,14,0.8333333,0.5,1.0,3,0.32812017
129,2,0.8947368,0.75,1.0,5,0.55295944
170,17,0.75438595,1.0,1.0,3,0.98089784
1372,18,0.75438595,1.0,0.0,2,0.51977855
2109,7,0.42982456,0.0,0.0,2,0.27648193
9,0,0.096491225,0.75,0.0,2,0.8907565
1323,2,0.31578946,0.125,1.0,3,0.9369166
1651,8,0.7017544,0.625,0.0,1,0.5304415
635,15,0.5964912,0.25,0.0,4,0.49605238
579,6,0.25438598,1.0,1.0,4,0.8292004
2096,13,0.71929824,0.25,0.0,3,0.1523473
1973,2,0.06140351,0.125,1.0,3,0.76235974
1125,11,0.5701754,0.75,1.0,2,0.15779857
249,12,1.0,0.5,0.0,3,0.73039645
1210,7,0.8684211,1.0,1.0,1,0.102095336
717,6,0.94736844,0.5,1.0,4,0.2901108
708,0,0.04385965,0.625,0.0,3,0.10717381
678,11,0.84210527,0.375,1.0,4,0.913834
2388,4,0.8947368,0.625,0.0,2,0.058998182
1481,15,0.81578946,1.0,0.0,2,0.63970155
1704,6,0.1491228,1.0,1.0,1,0.8295759
385,19,0.61403507,0.75,1.0,2,0.21632406
2018,9,0.42982456,1.0,0.0,3,0.9028659
1267,3,0.23684211,0.625,1.0,1,0.69373417
2031,16,1.0,0.625,0.0,5,0.9165324
15,4,0.9385965,0.5,1.0,3,0.44447017
1280,18,0.54385966,0.375,1.0,2,0.48741093
1191,8,0.04385965,0.375,1.0,5,0.2296351
1614,0,0.5877193,0.0,1.0,3,0.17477141
425,5,0.92105263,0.5,1.0,4,0.09396389
2217,15,0.50877196,0.375,1.0,1,0.64696157
1180,16,0.88596493,0.25,0.0,3,0.6992202
397,12,0.877193,0.875,0.0,3,0.4491776
353,7,0.10526316,0.125,1.0,4,0.78006124
773,17,0.94736844,0.875,0.0,3,0.4634753
1286,18,0.5964912,1.0,0.0,1,0.0053786454
2448,6,0.096491225,0.625,1.0,2,0.35491964
1841,11,0.0877193,0.25,0.0,5,0.4083898
707,2,0.99122804,0.5,0.0,2,0.28970236
566,15,0.32456142,0.5,1.0,2,0.41019753
427,4,0.0,0.0,0.0,4,0.093094304
89,3,0.68421054,0.25,1.0,1,0.04029701
380,8,0.4122807,0.5,0.0,1,0.93673486
1580,8,0.20175439,0.625,0.0,1,0.4104816
784,6,0.7894737,0.0,0.0,4,0.62865543
1546,3,0.25438598,0.0,1.0,3,0.13351864
1442,2,0.8245614,0.875,1.0,3,0.4912885
2167,16,0.94736844,0.875,1.0,4,0.19126926
2110,0,0.2631579,0.5,1.0,5,0.36023316
185,14,0.95614034,0.75,0.0,2,0.35859808
1271,0,0.3859649,0.625,1.0,4,0.62914044
1224,9,0.80701756,0.75,1.0,4,0.3266557
163,8,0.30701753,0.75,0.0,5,0.84986675
1056,7,0.4649123,0.75,1.0,2,0.1897988
1679,19,0.21052632,0.5,0.0,1,0.6454166
343,6,0.88596493,0.5,1.0,2,0.56637764
1264,13,0.5,0.375,1.0,3,0.22805993
1408,3,0.18421052,0.875,0.0,3,0.01877658
134,15,0.16666667,0.625,0.0,4,0.14466237
2359,0,0.5964912,0.75,0.0,5,0.433657
867,0,0.74561405,0.75,1.0,5,0.5333351
1504,1,0.19298245,0.375,0.0,2,0.6849639
1298,0,0.5614035,0.75,0.0,3,0.06985666
1071,6,0.7894737,0.0,1.0,1,0.018879643
681,18,0.1491228,0.125,0.0,2,0.3433769
809,9,0.9035088,0.375,0.0,4,0.11462069
74,16,0.7719298,0.75,1.0,5,0.033420242
578,1,0.16666667,0.25,1.0,4,0.91622025
1908,16,0.24561404,0.0,1.0,3,0.7679321
709,7,0.48245615,0.125,1.0,3,0.4679495
1145,18,0.4122807,0.625,1.0,1,0.45193458
2200,5,0.31578946,0.375,1.0,2,0.055349447
1457,9,0.6403509,1.0,1.0,1,0.8296878
11,17,0.24561404,0.0,1.0,2,0.13320385
1260,5,0.096491225,0.5,1.0,2,0.45536783
1831,6,0.5,0.375,1.0,5,0.20402437
1415,4,0.95614034,0.125,0.0,5,0.25353533
655,6,0.5964912,0.375,0.0,2,0.25518748
770,12,0.7719298,0.125,1.0,4,0.11764609
697,19,0.4385965,0.5,0.0,2,0.6421855
453,10,0.6754386,0.625,0.0,5,0.97550076
945,3,0.6666667,0.875,1.0,3,0.09098773
582,14,0.47368422,0.625,1.0,4,0.95327765
584,0,0.1491228,0.625,1.0,1,0.07800991
471,5,0.22807017,0.5,0.0,2,0.877179
1153,7,0.49122807,0.125,1.0,4,0.62512547
785,10,0.12280702,0.25,1.0,3,0.4396804
2157,4,0.4385965,0.375,0.0,2,0.9610176
587,0,0.6666667,0.5,1.0,5,0.77880394
1965,10,0.1754386,0.375,0.0,5,0.26522702
1041,18,0.9649123,0.375,0.0,1,0.8098498
1240,19,0.37719297,0.125,0.0,3,0.5197911
295,15,0.4122807,0.5,1.0,3,0.7790861
2164,7,0.55263156,0.0,0.0,2,0.5470397
1959,11,0.8245614,1.0,0.0,4,0.28365377
1888,10,0.64912283,0.0,0.0,3,0.39005524
1112,8,0.6666667,0.25,0.0,3,0.2585394
1017,18,0.8947368,0.25,1.0,3,0.16879852
1617,18,0.7017544,0.875,1.0,2,0.4139185
215,10,0.5701754,0.125,0.0,5,0.35276878
300,15,0.16666667,0.25,1.0,5,0.18549024
1122,14,0.84210527,0.0,1.0,2,0.631824
